user_id,transaction_date,type,amount,old_balance,new_balance,balance_mismatch,amount_spike,destination_account,new_destination,blacklisted_dest,source_account,branch,currency,device,device_change,ip,ip_unusual,location,odd_hour,velocity,predicted_fraud,fraud_probability
U01,2025-07-15 16:27:00,Transfer,6871.9,44417.03,43217.16,0,1,Dest919,1,0,SrcU01,Riyadh,SAR,iPhone,0,10.0.0.137,1,Riyadh,0,0,1,91.52
U01,2025-07-17 19:04:00,Online Purchase,1459.67,23874.64,22414.97,0,0,Merchant472,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.71,0,Dammam,0,0,1,55.54
U01,2025-07-19 04:47:00,Deposit,551.51,30573.47,28106.07,1,0,Dest1093,1,0,SrcU01,Riyadh,SAR,Windows,1,10.0.0.71,0,Dammam,1,0,1,55.52
U01,2025-07-19 06:24:00,Deposit,5431.16,10201.15,6095.58,1,1,Merchant402,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.123,1,Dammam,0,0,1,92.72
U01,2025-07-23 13:17:00,Withdrawal,663.88,31353.26,30689.38,0,0,Merchant360,0,0,SrcU01,Dammam,SAR,Windows,0,10.0.0.146,1,Riyadh,0,1,1,55.68
U01,2025-07-23 13:17:00,Deposit,1256.61,4165.21,5421.82,0,0,Merchant461,0,0,SrcU01,Riyadh,SAR,Android,0,10.0.0.71,0,Dammam,0,1,1,56.33
U01,2025-07-23 13:18:00,Withdrawal,1511.95,10383.85,8871.9,0,0,Merchant382,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.71,0,Riyadh,0,1,1,54.79
U01,2025-08-02 08:48:00,Transfer,805.18,2202.23,1397.05,0,0,Dest187,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.71,0,Riyadh,0,0,1,56.18
U01,2025-08-04 22:10:00,Withdrawal,667.76,13931.78,13264.02,0,0,Merchant261,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.71,0,Jeddah,0,0,1,54.79
U01,2025-08-05 13:17:00,Transfer,228.29,26243.37,21553.08,1,0,Dest892,1,0,SrcU01,Dammam,SAR,Windows,0,10.0.0.190,0,Riyadh,0,0,1,55.68
U01,2025-08-09 12:45:00,Deposit,306.23,45511.36,45817.59,0,0,Merchant344,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.7,0,Riyadh,0,0,1,53.12
U01,2025-08-11 03:32:00,Withdrawal,1304.26,38677.88,33452.53,1,0,Dest1133,1,0,SrcU01,Dammam,SAR,Windows,1,10.0.0.190,0,Riyadh,1,0,1,55.68
U01,2025-08-18 22:00:00,Transfer,627.63,49350.9,48723.27,0,0,Dest187,0,0,SrcU01,Dammam,SAR,Windows,0,10.0.0.7,0,Riyadh,0,0,1,53.26
U01,2025-08-19 10:59:00,Online Purchase,410.64,43223.62,42812.98,0,0,Merchant443,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.190,0,Dammam,0,0,1,52.32
U01,2025-08-20 15:53:00,Transfer,524.63,34369.53,33844.9,0,0,Dest813,1,0,SrcU01,Dammam,SAR,Windows,1,10.0.0.136,0,Dammam,0,0,1,55.68
U01,2025-08-24 21:09:00,Withdrawal,756.37,19739.53,18983.16,0,0,Merchant112,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.190,0,Dammam,0,0,1,54.79
U01,2025-08-26 16:01:00,Withdrawal,4715.85,16596.57,15873.65,0,1,Merchant497,0,0,SrcU01,Dammam,SAR,iPhone,0,10.0.0.48,1,Dammam,0,0,1,92.51
U02,2025-06-02 19:52:00,Transfer,1574.17,25781.99,24207.82,0,0,Dest171,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.174,0,Riyadh,0,0,1,56.57
U02,2025-06-05 13:18:00,Bill Payment,1587.1,24727.91,23140.81,0,0,Merchant360,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.161,0,Dammam,0,0,1,56.59
U02,2025-06-09 19:26:00,Deposit,1232.56,46520.03,47752.59,0,0,Merchant239,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.190,0,Riyadh,0,0,1,53.1
U02,2025-06-10 15:15:00,Deposit,1604.85,37899.78,39504.63,0,0,Merchant164,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.190,0,Dammam,0,0,1,54.23
U02,2025-06-12 13:43:00,Deposit,1479.35,26375.28,27854.63,0,0,Merchant413,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.174,0,Dammam,0,0,1,55.52
U02,2025-06-14 15:54:00,Transfer,1585.37,844.13,-741.24,0,0,Dest179,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.174,0,Riyadh,0,0,1,57.95
U02,2025-06-16 06:40:00,Transfer,1512.69,9131.14,10299.91,1,0,Dest1195,1,0,SrcU02,Riyadh,SAR,iPhone,1,10.0.0.9,1,Riyadh,0,0,1,55.68
U02,2025-06-20 10:51:00,Transfer,1510.03,3048.2,1538.17,0,0,Dest84,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.190,0,Riyadh,0,0,1,57.95
U02,2025-06-21 15:06:00,Transfer,14148.7,21641.84,20255.71,0,1,Dest790,0,0,SrcU02,Riyadh,SAR,Android,0,10.0.0.51,0,Dammam,0,0,1,93.55
U02,2025-06-23 21:33:00,Transfer,1043.04,27020.85,25977.81,0,0,Dest386,0,0,SrcU02,Jeddah,SAR,Windows,0,10.0.0.27,0,Riyadh,0,0,1,58.24
U02,2025-06-25 00:42:00,Transfer,14524.49,12963.22,7760.33,1,1,Dest179,0,0,SrcU02,Riyadh,SAR,iPhone,0,10.0.0.85,1,Dammam,1,0,1,93.52
U02,2025-06-25 22:23:00,Transfer,995.51,32436.05,31440.54,0,0,Dest105,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.174,0,Riyadh,0,0,1,56.57
U02,2025-07-01 10:30:00,Transfer,11868.48,11782.79,7561.86,1,1,Dest1025,1,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.190,0,Dammam,0,0,1,93.69
U02,2025-07-12 14:01:00,Withdrawal,1938.84,31859.72,29920.88,0,0,Merchant493,0,0,SrcU02,Riyadh,SAR,iPhone,0,10.0.0.173,0,Dammam,0,0,1,71.03
U02,2025-07-13 16:42:00,Withdrawal,4755.24,2518.37,1343.96,0,1,Dest1171,1,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.174,0,Dammam,0,1,1,91.59
U02,2025-07-13 16:44:00,Withdrawal,1800.18,44856.52,43056.34,0,0,Merchant491,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.52,0,Dammam,0,1,1,63.37
U02,2025-07-13 16:45:00,Transfer,1521.8,40468.29,38946.49,0,0,Dest105,0,0,SrcU02,Riyadh,SAR,Android,0,10.0.0.27,0,Dammam,0,1,1,55.99
U02,2025-07-25 04:17:00,Bill Payment,14086.08,16060.62,13960.78,1,1,Merchant357,0,0,SrcU02,Riyadh,SAR,Windows,0,10.0.0.27,0,Riyadh,1,0,1,93.45
